	log2fc	p-adj
BTS1	0.152106202	0.126533213
GLN4	-0.163299987	0.014633497
ARP4	0.132394344	0.040277599
TMA23	0.307583911	0.085716697
CWC22	0.282586371	0.002674884
AIM11	-0.707080769	2.29e-06
RIM11	-0.013099151	0.846740726
HXK2	-0.121312316	0.382592243
PEX13	-0.201303007	0.065676015
OTU2	0.014590697	0.857775777
FAP1	0.174968609	0.684570625
FIR1	0.031658211	0.727480011
IMP3	-0.038742669	0.575889692
GTR2	0.159195163	0.014599583
MRS4	-0.582632492	0.000482484
VMA3	0.734312381	0.450971536
COG7	0.034234157	0.640525498
BUD5	0.060793706	0.4731969
PTP3	0.389105303	0.000172291
RAD18	0.087871697	0.412451155
SCM4	0.429129926	0.161358096
LST7	0.102486452	0.236163579
YLR057W	0.116731795	0.045130885
YGL108C	0.043002124	0.825321817
COX23	-0.307074458	0.142260396
MRPS12	-1.539646735	3.53e-06
YPR117W	-0.74022541	1.6e-05
NUP49	-0.126711694	0.488502929
YML020W	0.351730793	0.005356948
THP3	0.111295121	0.41155409
RTT103	0.231012939	0.00351892
AIR1	0.185101795	0.089535588
SKI8	-0.183560765	0.03367563
RPL34A	-0.293829319	0.089823512
GPI1	0.105185954	0.506024573
WWM1	0.246035729	0.016487843
GRE1	1.807032537	0.032470401
YDR391C	0.14115605	0.037621034
TAF7	0.14961534	0.127647791
RER1	0.106278246	0.020102593
LRG1	0.277157558	0.000630578
TCB3	0.167508882	0.106352848
MAK5	-0.01183433	0.794004271
ELP4	0.121434721	0.177426483
MTC4	0.454632367	0.003105744
YIP5	0.012476045	0.885570598
BEM4	0.308937725	0.009420019
GIP3	0.576635795	0.004561655
YGR117C	-0.061755515	0.328682192
PGD1	0.004417963	0.922845121
MRD1	0.037174497	0.610502163
MTF1	-0.195511934	0.253955632
SYG1	0.455134708	5.8e-06
PAN2	0.00639749	0.928213606
RPP2A	-0.34592578	0.446305933
HRT3	-0.041966914	0.558564097
USV1	-0.235419425	0.017899066
KIP1	0.059871857	0.511699433
PEP1	0.125926295	0.374927853
YET1	0.236045152	0.14049826
THI6	0.373998546	0.077190912
ALG1	0.251856059	0.168327086
PMT2	0.018723143	0.813815445
NCL1	-0.036346971	0.353118283
RVB2	-0.230804629	0.00750107
TDA3	-0.10101164	0.22716078
POG1	0.163358025	0.208125271
NOB1	-0.206650535	0.051663458
PTI1	0.122545181	0.189036053
IGD1	-0.34881958	0.005111607
NQM1	1.888217924	0.000294265
RSM28	-1.995914713	4.11e-05
PEX12	0.280032439	0.094128475
GBP2	-0.43293311	0.008106983
MDM31	-0.510388305	0.386604456
ARP9	0.037290536	0.680396332
SRP21	0.057972822	0.747850424
MSN5	0.212989252	0.005741885
PRB1	0.412307435	0.004096911
SHY1	-0.702939861	0.002387921
HNT1	0.357435221	0.040384742
BRL1	-0.057408263	0.468451854
GEP5	-0.838143534	0.000786271
GAL4	0.135546676	0.179877702
MSH6	0.128561314	0.204608151
RPN12	-0.013476033	0.669063576
SUR1	-0.095650937	0.080046388
SPT8	0.194391565	0.011569782
AIM32	-0.715426182	0.00039194
APD1	-0.010252801	0.965081199
YDR186C	0.299466564	0.01058082
STE3	2.868452693	1.54e-05
DDP1	0.022506958	0.74723156
XPT1	-0.164006241	0.523993908
SAG1	4.14535584	0.000845102
PKH1	0.141705796	0.018060783
CAF40	0.015866807	0.869713045
STB5	0.303053134	0.024681172
MIC17	-0.693242656	0.161114784
SRN2	0.256316397	0.016286905
SAP155	-0.052087114	0.329019272
SRM1	0.046235082	0.694256613
SDA1	-0.266693995	0.001807
SSY5	-0.435415085	0.003657334
COQ9	-1.255083957	1.58e-06
MTC3	-0.840608726	0.000172971
SWI3	0.078435134	0.146561782
EGD2	0.007762095	0.961561379
DOA4	0.048527768	0.427148421
YBP1	0.147523544	0.017860926
SLX4	0.063882847	0.27196954
APJ1	0.733334553	0.016650277
PAN3	-0.007594751	0.878000632
SSK1	0.197874185	0.033765696
SLY1	-0.021295862	0.735753548
GET2	0.253263321	0.03685763
MED6	0.12332149	0.12863571
RPN6	0.017435101	0.77693742
MAP1	-0.271607104	0.007377188
GOR1	-0.180519692	0.081987307
TTI2	0.184796198	0.012714133
YMR155W	0.330021256	0.018345128
LUC7	0.07506207	0.087990162
YMR252C	0.254606419	0.286865208
ERV1	-0.135001497	0.156284996
CHA1	-1.002524113	0.00090058
DSE1	0.029357327	0.828323427
TDA2	-0.015935026	0.920699305
STE20	0.033607596	0.581042463
NUG1	0.019816889	0.552325126
SLT2	-0.274887202	0.064443659
PUN1	-0.241924737	0.130865044
FLC3	0.249794221	0.017648483
NGL1	-0.525096145	0.016846312
DNF3	0.02045412	0.718212442
DBF20	0.109757849	0.164099867
YHR131C	0.161071249	0.037308482
ASR1	-0.125382887	0.348970085
CIR1	-0.549471324	0.003411788
MTC2	0.018940618	0.887215213
PHO80	0.311319844	0.022012787
FAA1	0.596413101	0.002657366
CPR5	0.048269547	0.487851894
YER034W	0.472797602	0.007857333
IQG1	-0.197436672	0.376887006
PYC2	0.901743759	8.18e-05
RAD52	0.14003645	0.059938717
NAM2	-0.467859581	0.002293975
HRQ1	0.133550529	0.041924855
BUL1	0.04481785	0.586480414
YIL161W	0.086794915	0.39215544
FMP46	0.455950256	0.008713988
MOT3	-0.031665154	0.634254582
