	log2fc	p-adj
RBA50	0.140615351	0.038278152
RPP1B	-0.095306822	0.669477354
STT4	0.192128321	0.007293045
CCP1	-0.407351867	6.21e-05
MTC4	0.454632367	0.003105744
SDH4	-2.805884902	1.33e-07
SKG1	-0.024450274	0.623512147
POG1	0.163358025	0.208125271
BRX1	0.020527434	0.806014784
TRP4	0.329946485	0.035706347
CRH1	-0.119837378	0.387387042
TRM7	-0.028133778	0.793233884
SAS10	-0.025968745	0.824145368
SIZ1	0.49328348	0.190029932
PTC6	-0.820221214	5.39e-06
YIM1	0.320215853	0.000157639
ALG11	0.027821422	0.728870736
KIP2	-0.100289673	0.328315198
MET5	0.33743991	0.001687265
UTP8	0.077036382	0.076559494
NGL2	-0.022412739	0.753554997
COX7	-2.804521767	0.000454471
DEG1	0.079380324	0.447243126
PSF1	-0.037161119	0.651912574
RSM24	-1.311005923	0.000427671
CTP1	-0.644042926	0.006062425
RPB4	0.035706582	0.723955899
IMP2	-0.336570057	0.029494968
CPS1	0.560488399	0.011763367
MSW1	-1.081178448	7.35e-07
NUP60	-0.028200579	0.8118177
GIS1	0.08900933	0.274755765
GRE3	0.007552636	0.843676788
VBA1	0.019785091	0.634548622
SER1	0.320718815	0.00715443
FMP40	-0.119965771	0.026447561
NST1	0.104538827	0.152194932
NMD2	0.207845574	0.037895147
GAR1	-0.33095163	0.351938515
RVS167	-0.026717203	0.705533902
RIM15	0.241676127	0.082312389
EXO1	-0.270710186	0.54416156
TRM44	0.380146255	0.024380088
RRP15	0.041404201	0.732205341
RPN9	0.030411699	0.590133326
KAR9	0.152161651	0.071858791
TIF6	-0.156839758	0.116419666
GEP7	-1.382716747	9.23e-07
INM1	0.063367396	0.774998905
NOP15	0.015568477	0.901640019
TOM22	-0.18078034	0.238192563
YGR067C	-0.082342237	0.566832276
PTC4	0.18896482	0.018157613
PEX8	0.092965298	0.242675555
RPB5	-0.101407356	0.1251793
PAA1	0.197381062	0.07550659
JJJ2	0.455986367	0.026823429
MAK3	0.326828707	0.012751506
SMF2	0.28540977	0.012786697
YOL103W-A	0.240923492	0.010641173
HXT6	-0.572300996	0.078166491
TVP38	0.114331909	0.302213997
YNL247W	-0.180994784	0.248689169
TIF3	-0.101757077	0.210736197
YDL012C	-0.027023794	0.736738307
ALK1	-0.244485388	0.012688493
PRE9	-0.08015605	0.4905669
FRA1	0.222742675	0.000839803
RPS17B	-0.406107885	0.136593488
ATO2	1.964374899	4.15e-06
RBG1	-0.100295766	0.076284277
SPO14	0.287942046	0.000607152
ARO2	-0.102262125	0.456821759
YCR090C	0.058806547	0.725458615
ARF1	0.020801457	0.866659613
SKG3	0.012822342	0.730398918
YPP1	0.121023994	0.019213286
MMF1	0.453746117	0.025905314
DOA1	-0.056117377	0.435454155
SNL1	0.145850076	0.027210449
SAS4	0.159692998	0.00713525
DCP2	0.161240616	0.016765425
CMK2	0.175901014	0.063104162
PHO3	-0.960697563	3.22e-05
MRPL9	-1.037625816	4.62e-05
IMD4	-0.94905568	0.000247108
YDR090C	0.168436242	0.029164566
YDR541C	1.089836859	0.000120755
SPB4	-0.047801678	0.209531924
NMD3	-0.006086033	0.874127991
COQ5	-0.928919922	0.00097058
FMP52	0.764954886	0.004967704
SRO9	-0.332118847	0.024942564
CTK3	0.045015134	0.531148937
DPM1	0.235407432	0.006020745
ARL3	0.24539835	0.00935462
MSA1	0.186918941	0.058820654
UTH1	1.320458347	0.017674877
RPL13A	-0.45861847	0.121156384
HOT1	0.669204049	0.057702976
VPS25	0.072471034	0.806221223
YIH1	0.188032027	0.260167201
RAD9	0.294565664	0.001292869
RPS15	-0.601324606	0.138199053
YMR099C	0.011223575	0.843939506
RUB1	0.169447815	0.170897656
THP3	0.111295121	0.41155409
YCL049C	-0.247927767	0.219952285
PIN3	0.25788208	0.05069195
GWT1	0.123733171	0.021921277
UTR2	-0.032487798	0.752959826
SCS2	0.169995034	0.054962044
AOS1	-0.036228623	0.042537561
PDI1	-0.144674264	0.000325189
TDA11	0.375169068	0.00176918
ATF2	0.48836512	0.003046095
VID28	0.152138599	0.046320622
MBA1	-0.855859334	0.001644152
CAB4	0.084969699	0.504851737
NUP84	0.313813983	0.003923353
KTR3	0.065404961	0.281076291
PRM4	-0.418844182	0.009951734
SCC2	0.259036873	0.003356875
POL2	-0.034993671	0.370009486
GLG1	0.268161058	0.044301489
HYR1	0.187263561	0.006148113
ATP15	-1.296223626	0.000410045
STR2	0.57781164	0.003292759
GMH1	0.118878812	0.194705848
DUN1	0.102908742	0.192870407
TGL5	-0.058241774	0.24840405
ATG29	0.032809052	0.405212016
FAP7	-0.024934227	0.581284407
RPT4	-0.043200725	0.608317561
CHS2	0.090536552	0.186655523
TEC1	-0.014882619	0.838741801
RRP40	0.168511473	0.103043573
GND1	-0.439639636	8.99e-06
CRZ1	0.227629688	0.002095695
RRP6	0.057994966	0.372148286
YKL107W	1.297365226	0.002959172
ATG18	0.061418123	0.378353496
YCR087C-A	0.23117256	0.212370884
URA7	-0.123316971	0.055716827
SLM1	0.21352873	0.001211007
DIP5	1.633018726	7.7e-07
SUP45	-0.20555703	0.024718172
CUE2	0.086423851	0.166389349
IXR1	0.34919117	0.000143298
SCS3	0.221176578	0.008555158
DOC1	0.251234627	0.013329568
YNL195C	1.193428449	0.015869487
YKR096W	0.56782776	0.001221949
MNE1	-1.409831965	0.000302471
TFG1	0.007958301	0.888257064
HOM6	0.164005439	0.063349224
PBA1	-0.165590276	0.341584596
CCR4	0.121256272	0.125002778
YPC1	0.305417221	0.001619694
STE2	-5.02924718	0.000158985
ARA2	0.744333218	8.41e-06
RIB3	0.138890497	0.243357721
RPL27B	-0.30616066	0.02549737
RPL8A	-0.399206997	0.038558557
ADH1	0.760321679	0.012358842
CYS4	-0.445220343	0.005986434
ENP1	0.039797033	0.272465308
YRA1	0.033000324	0.606389317
NEW1	-0.139485277	0.088896123
OXA1	-0.252384525	0.006011509
YMR122W-A	-1.497010022	0.000512502
MCD1	-0.060544026	0.33650088
SWM2	0.441568142	0.013431059
YOL057W	-0.000248303	0.995744172
CMC1	-1.103996594	3.69e-05
YGR117C	-0.061755515	0.328682192
SRV2	-0.015141331	0.845592304
IPL1	-0.00189063	0.979055397
POF1	-0.101222455	0.222764638
RPA49	-0.162652227	0.229159842
YDR286C	-1.487381834	0.011481609
YDR306C	-0.135689912	0.115340541
APC5	0.116004729	0.135303107
YBR197C	-0.305574801	0.013164212
AIM6	-0.061302764	0.471476499
VPS27	0.250968639	0.001186822
HMT1	0.177260293	0.010077284
YBR016W	0.488274076	0.107076276
SKG6	0.1003414	0.348457255
YPT6	-0.016626199	0.455393093
KTR6	-0.178333944	0.23345304
EBP2	-0.026383704	0.800491347
UBP15	0.388261336	0.000216226
SAM37	0.144606891	0.065015962
PEX3	0.297518147	0.001533087
SHE9	-0.707386926	0.000457526
SQS1	0.023551517	0.604858753
HTB2	-0.302350605	0.404169501
IKS1	0.13051715	0.152094447
PRE1	0.071926906	0.382412687
FMC1	-1.119737092	0.000605535
PEP4	0.552667989	8.31e-05
MYO4	-0.015150416	0.715155494
MRPL40	-0.936284135	0.000287082
ERP1	0.198174402	0.0434073
AVT4	-0.076566322	0.416668821
GOR1	-0.180519692	0.081987307
AUR1	0.142998721	0.35710123
UBA2	0.028112594	0.162396171
QCR7	-2.943679233	3.73e-07
MSA2	0.020839823	0.865634962
TFB3	-0.155946472	0.059719209
YSY6	0.124142918	0.462263263
ATM1	-0.778492265	0.000144027
APL6	-0.115016072	0.17964181
KES1	0.029695554	0.66563223
ATC1	0.090073424	0.540349851
YKE4	-0.085729282	0.511274697
IBA57	0.124445637	0.018604
ARB1	-0.05741838	0.299091176
